17 17
1.0394807 4 1.3626834
0.9198068 4 1.3626833
0.7918575 4 1.3626833
0.65731186 4 1.3626833
0.5176267 4 1.3626835
0.37408438 4 1.3626833
0.22783114 4 1.3626833
0.079910226 4 1.3626833
-0.068710096 4 1.3626833
-0.2171094 4 1.3626834
-0.36439234 4 1.3626833
-0.5096626 4 1.3626833
-0.6519981 4 1.3626834
-0.79042155 4 1.3626834
-0.92386514 4 1.3626834
-1.0511317 4 1.3626833
-1.1708391 4 1.3626834
1.0394806 4 1.312216
0.9198068 4 1.3122159
0.79185754 4 1.312216
0.65731186 4 1.312216
0.5176267 4 1.3122159
0.37408435 4 1.312216
0.22783108 4 1.3122159
0.07991027 4 1.312216
-0.06871005 4 1.3122159
-0.2171094 4 1.312216
-0.36439237 4 1.312216
-0.5096627 4 1.3122158
-0.651998 4 1.3122158
-0.7904215 4 1.312216
-0.9238652 4 1.312216
-1.0511317 4 1.312216
-1.170839 4 1.312216
1.0394806 4 1.2589895
0.9198069 4 1.2589895
0.7918575 4 1.2589896
0.65731186 4 1.2589895
0.5176267 4 1.2589895
0.37408444 4 1.2589895
0.22783117 4 1.2589895
0.079910226 4 1.2589893
-0.06871005 4 1.2589896
-0.21710937 4 1.2589895
-0.36439237 4 1.2589893
-0.5096626 4 1.2589893
-0.65199804 4 1.2589895
-0.79042137 4 1.2589895
-0.923865 4 1.2589895
-1.0511318 4 1.2589895
-1.1708391 4 1.2589895
1.0394806 4 1.2035615
0.9198067 4 1.2035617
0.7918576 4 1.2035617
0.6573118 4 1.2035615
0.51762664 4 1.2035615
0.37408438 4 1.2035617
0.2278312 4 1.2035617
0.079910174 4 1.2035617
-0.068710044 4 1.2035615
-0.21710937 4 1.2035617
-0.36439234 4 1.2035615
-0.50966275 4 1.2035617
-0.6519981 4 1.2035617
-0.7904214 4 1.2035617
-0.92386514 4 1.2035617
-1.0511316 4 1.2035615
-1.170839 4 1.2035615
1.0394807 4 1.1464242
0.9198069 4 1.146424
0.7918575 4 1.1464242
0.6573118 4 1.146424
0.51762664 4 1.146424
0.37408435 4 1.146424
0.22783108 4 1.146424
0.079910204 4 1.1464242
-0.06871002 4 1.146424
-0.21710935 4 1.1464239
-0.36439237 4 1.146424
-0.50966257 4 1.146424
-0.65199804 4 1.146424
-0.7904215 4 1.146424
-0.9238651 4 1.146424
-1.0511317 4 1.146424
-1.1708391 4 1.146424
1.0394806 4 1.0880152
0.91980684 4 1.0880152
0.7918574 4 1.0880152
0.6573118 4 1.0880152
0.51762664 4 1.0880152
0.37408444 4 1.0880152
0.22783116 4 1.0880152
0.07991027 4 1.0880152
-0.068710014 4 1.0880152
-0.21710938 4 1.0880152
-0.36439237 4 1.0880152
-0.5096627 4 1.0880152
-0.6519981 4 1.0880152
-0.79042137 4 1.0880152
-0.92386514 4 1.0880153
-1.0511317 4 1.0880152
-1.170839 4 1.0880152
1.0394806 4 1.0287315
0.91980684 4 1.0287316
0.7918576 4 1.0287313
0.65731174 4 1.0287315
0.51762676 4 1.0287315
0.37408444 4 1.0287315
0.2278312 4 1.0287315
0.07991018 4 1.0287315
-0.06871012 4 1.0287316
-0.21710938 4 1.0287315
-0.36439237 4 1.0287315
-0.5096627 4 1.0287315
-0.65199804 4 1.0287315
-0.7904214 4 1.0287315
-0.9238651 4 1.0287315
-1.0511317 4 1.0287315
-1.170839 4 1.0287315
1.0394806 4 0.96893716
0.9198067 4 0.9689371
0.79185754 4 0.96893704
0.6573118 4 0.9689371
0.5176267 4 0.968937
0.3740844 4 0.96893704
0.22783116 4 0.96893704
0.07991021 4 0.96893704
-0.068710096 4 0.96893704
-0.21710932 4 0.968937
-0.36439237 4 0.9689369
-0.5096627 4 0.968937
-0.65199816 4 0.96893704
-0.7904214 4 0.968937
-0.92386514 4 0.9689371
-1.0511318 4 0.9689371
-1.170839 4 0.96893704
1.0394806 4 0.9089725
0.9198067 4 0.9089725
0.7918574 4 0.90897256
0.6573118 4 0.90897256
0.5176268 4 0.90897256
0.37408447 4 0.9089725
0.22783111 4 0.90897256
0.07991023 4 0.90897256
-0.068710014 4 0.9089726
-0.21710944 4 0.9089726
-0.36439237 4 0.90897244
-0.5096626 4 0.90897256
-0.65199804 4 0.90897244
-0.7904215 4 0.90897256
-0.92386514 4 0.9089726
-1.0511318 4 0.9089725
-1.1708391 4 0.9089726
1.0394804 4 0.8491625
0.9198068 4 0.8491626
0.79185754 4 0.8491625
0.6573118 4 0.8491626
0.5176267 4 0.84916246
0.37408435 4 0.8491626
0.22783111 4 0.84916246
0.07991023 4 0.8491625
-0.06871007 4 0.8491626
-0.2171094 4 0.8491626
-0.3643923 4 0.8491625
-0.50966275 4 0.84916246
-0.651998 4 0.8491625
-0.7904214 4 0.8491625
-0.9238651 4 0.8491625
-1.0511317 4 0.8491625
-1.1708391 4 0.8491625
1.0394806 4 0.7898234
0.9198067 4 0.78982335
0.79185754 4 0.78982335
0.65731174 4 0.7898234
0.51762664 4 0.7898234
0.37408438 4 0.78982335
0.22783114 4 0.7898234
0.07991023 4 0.78982335
-0.06871008 4 0.78982335
-0.21710935 4 0.78982335
-0.3643924 4 0.7898234
-0.5096627 4 0.7898234
-0.65199804 4 0.78982335
-0.7904215 4 0.7898234
-0.92386514 4 0.7898234
-1.0511317 4 0.7898234
-1.1708391 4 0.78982335
1.0394807 4 0.7312709
0.9198068 4 0.73127097
0.79185754 4 0.7312709
0.65731174 4 0.7312709
0.51762676 4 0.7312709
0.37408435 4 0.73127085
0.22783113 4 0.73127085
0.07991018 4 0.7312709
-0.068710126 4 0.7312709
-0.2171094 4 0.73127097
-0.36439237 4 0.73127085
-0.50966275 4 0.7312709
-0.6519981 4 0.73127085
-0.79042137 4 0.7312709
-0.9238651 4 0.73127085
-1.0511317 4 0.73127085
-1.1708391 4 0.7312709
1.0394806 4 0.67382807
0.91980684 4 0.6738281
0.79185754 4 0.6738281
0.6573118 4 0.6738281
0.5176267 4 0.6738282
0.37408435 4 0.6738282
0.22783117 4 0.6738281
0.07991027 4 0.6738282
-0.06871002 4 0.6738281
-0.2171094 4 0.6738281
-0.3643924 4 0.6738281
-0.5096626 4 0.6738281
-0.6519981 4 0.6738282
-0.7904214 4 0.6738281
-0.9238651 4 0.6738282
-1.0511318 4 0.6738282
-1.170839 4 0.6738281
1.0394807 4 0.6178345
0.9198068 4 0.6178345
0.7918576 4 0.6178345
0.6573118 4 0.6178345
0.5176267 4 0.6178345
0.37408438 4 0.6178345
0.22783111 4 0.6178345
0.07991014 4 0.6178345
-0.06871004 4 0.6178345
-0.21710937 4 0.61783445
-0.36439237 4 0.61783445
-0.5096626 4 0.61783445
-0.6519981 4 0.6178345
-0.7904215 4 0.61783445
-0.92386514 4 0.61783457
-1.0511317 4 0.6178345
-1.1708391 4 0.6178345
1.0394807 4 0.5636558
0.9198068 4 0.5636557
0.7918575 4 0.5636557
0.65731186 4 0.5636557
0.5176267 4 0.56365573
0.37408447 4 0.56365573
0.22783117 4 0.5636557
0.079910226 4 0.5636558
-0.06871009 4 0.56365573
-0.21710932 4 0.5636557
-0.36439246 4 0.5636558
-0.5096627 4 0.5636557
-0.65199804 4 0.56365573
-0.7904215 4 0.56365573
-0.9238651 4 0.56365573
-1.0511317 4 0.56365573
-1.170839 4 0.56365573
1.0394808 4 0.51169634
0.9198067 4 0.5116963
0.7918575 4 0.51169634
0.6573119 4 0.51169634
0.5176268 4 0.51169634
0.37408444 4 0.5116963
0.22783105 4 0.51169634
0.07991021 4 0.51169634
-0.06871 4 0.51169634
-0.21710938 4 0.51169634
-0.36439234 4 0.51169634
-0.5096627 4 0.51169634
-0.65199804 4 0.5116963
-0.7904215 4 0.5116963
-0.9238652 4 0.5116963
-1.0511317 4 0.5116963
-1.1708392 4 0.51169634
1.0394804 4 0.46241513
0.91980684 4 0.46241513
0.7918575 4 0.46241513
0.65731174 4 0.46241513
0.5176267 4 0.46241513
0.37408444 4 0.4624151
0.2278311 4 0.4624152
0.07991023 4 0.46241516
-0.06871016 4 0.46241513
-0.21710941 4 0.46241516
-0.36439243 4 0.46241513
-0.5096627 4 0.46241516
-0.6519981 4 0.46241513
-0.7904214 4 0.46241516
-0.923865 4 0.46241513
-1.0511317 4 0.46241507
-1.1708391 4 0.4624151
